JournalTitle,JournalID,Publisher,pissn,eissn,additionalIssns,doi,yearissues,language
Images of an Unconformity Mattberry Lake NWT,463805,Northwest Territories Geological Survey,,,,10.46887/2008-004,[],en
Imaging findings of Müller–Weiss disease A case report,393601,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100014R02AI2020CR,[],en
IMF Committee on Balance of Payments Statistics Annual Report,246884,International Monetary Fund,,23042249,,,,en
IMF Committee on Balance of Payments Statistics annual report,246806,International Monetary Fund,10201637,,,,,en
IMF economic reviews Press information notices,246814,International Monetary Fund,10206779,,,,,en
IMI Descriptions of Fungi and Bacteria,448177,CABI Publishing,00099716,,,,,en
Iminium Catalysis by Diarylprolinol Silyl Ethers,229613,Georg Thieme Verlag KG,,20500459,,10.1055/sos-SD-205-00459,,en
Immediate implant placement and immediate loading after dental trauma,392503,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100026Z07JK2018CI,[],en
Impact of dental caries on the oral health related quality of life of urban slum children in Nairobi Kenya,393145,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/D01-2017-22-OA-2,,en
Impact of health education on maternal perception and practices about teething at a pediatric outpatient clinic in Lagos state,393493,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/H02-2016-1-OA-1,[],en
Impact of long-term diabetes mellitus on the heart innervation,393531,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/P07-2015-2-ED-2,[],en
Impact of neoadjuvant and adjuvant chemotherapy on postoperative complications after mastectomy with immediate breast reconstruction,393660,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100040S05HS2019RA,[],en
Impact of orthodontic treatment on oral health related quality of life at a Tertiary Hospital in Lagos Nigeria A pilot study,393136,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/D01-2016-19-OA-6,,en
Impact of sex on the early and long-term outlook of patients undergoing carotid artery stenting with a single embolic protection device-stent combo,393221,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/C03-2015-4-OA-3,[],en
Impacts of novel pandemic coronavirus (COVID-19) outbreak on dental practice A review of the current literature,393186,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100040D01PM2020RV,,en
Implementation of Arithmetic & logic unit in Quantum Cellular Automata technology and CMOS technology,355617,Narpavi Publishers,,,,10.35625/cm960127m,[],en
Implementation of gravity data for isolated and joint inversion methods at Thor Lake Northwest Territories,463989,Northwest Territories Geological Survey,,,,10.46887/2016-08,[],en
Implementation of new protocol for pain management following cardiac surgery,393176,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100020A05ZM2020RA,,en
Importance of First Prey to Spiderling Survival in Lycosa sp (Araneae Lycosidae),554563,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A85V3I1,[],en
Improvement in the inner ear symptoms of patients with Meniere s disease after treatment using low-frequency vibration A preliminary report,393570,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/O04-2015-5-OA-2,[],en
Improvement of dental nurses awareness of school dental sealant quality following the audit and feedback system First phase of implementation,393120,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/D01-2015-4-OA-2,,en
IMPROVEMENT OF OSCILLATORY STABILITY IN WIDE AREA CONTROLLED SYSTEMS USING POWER INJECTION,355720,Narpavi Publishers,,,,10.35625/cm960127v,[],en
Improving the clarity of how students understand and learn the gross borders and relations of the human spleen,393022,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/A04-2017-19-ED-2,[],en
In situ MC-LA-ICP-MS of Mattberry granite Mattberry Lake southern Wopmay Orogen NWT,463794,Northwest Territories Geological Survey,,,,10.46887/2007-003,[],en
In-vitro antioxidant and GC-MS analysis ethanolic extract of poly herbal drug,306326,Skyfox Publishing,,,,10.22573/spg.ijals.017.s12200074,[],en
INA Newsletter,550477,International Nannoplankton Association,0255013X,,,10.58998/1001,[],en
Inappropriate infant feeding in the context of HIV infection and associated factors in Southwestern Nigeria,393194,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/M01-2017-5-OA-4,[],en
Incidental finding of a splenic artery aneurysm A case report,392829,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/Z12-2015-6-CR-6,[],en
Incidental rectal tonsil found on routine colonoscopy A case report,420382,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100013G01SB2021CR,[],en
Incisional hernia secondary to iliac crest graft extraction Transosseous repair with polypropylene mesh,392710,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100062Z12MC2019CR,[],en
Index of Bedrock Mapping in the Yellowknife Basin part of the Yellowknife Extech Program,463732,Northwest Territories Geological Survey,,,,10.46887/1999-004,[],en
Index to Northwest Territories Mining Assessment Reports 1994,463667,Northwest Territories Geological Survey,,,,10.46887/1994-13,[],en
Indian Journal of Business Management Research,327118,Ignited Minds Pvt. Ltd.,,,,10.29070/IJBMR,[],en
Indian Journal of Critical Care Medicine,486705,Jaypee Brothers Medical Publishing,,,,10.5005/jp-journals-10071-24278,[],en
Indian Journal of Critical Care Medicine,486706,Jaypee Brothers Medical Publishing,,,,10.5005/jp-journals-10071-24199,[],en
Indian Journal of Critical Care Medicine,486704,Jaypee Brothers Medical Publishing,,,,10.5005/jp-journals-10071-24354,[],en
Indian Journal of Ecology,464721,Indian Ecological Society,,,,10.55362/IJE,[],en
Indirect Catalytic Aldol Addition Reactions,229669,Georg Thieme Verlag KG,,20600267,,10.1055/sos-SD-206-00267,,en
Indo - Asian Journal of Multidisciplinary Research,301369,Marwah Infotech,,24541370,,10.21276/iajmr,[],en
Indo - Asian Journal of Multidisciplinary Research (IAJMR),304947,Darshan Publishers,,,,10.22192/iajmr,[],en
Indonesian Collaboration Journal of Community Services (ICJCS),457713,Yayasan Education and Social Center,2807338X,28073371,,10.53067/icjcs,[],en
Indonesian Interdisciplinary Journal of Sharia Economics (IIJSE),368577,Institut Pesantren Kh. Abdul Chalim Pact Mojokerto,,,,10.31538/iijse,,en
Infected hemorrhagic pancreatic pseudocyst A rare complication of acute pancreatitis,393582,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100009G01DD2019CR,[],en
Infectious myositis of the iliacus muscle An important differential in the unwell child with a limp,392828,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/Z12-2015-5-CR-5,[],en
Inferior alveolar nerve injuries and impacted lower third molars The importance of third dimension,393624,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/S05-2015-6-ED-4,[],en
Infill mapping in the Goodwin Lake Thistlethwaite Lake map area parts of NTS 85 J/16 85 O/1 85 P/3 4 and 5,463694,Northwest Territories Geological Survey,,,,10.46887/1999-16,[],en
Inflammatory perforated cecal tumor due to intestinal histoplasmosis in an immunocompetent patient,393365,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100045S05SO2020CR,[],en
Inflammatory pseudoseptic reaction to Synvisc-One® injection requiring diagnostic arthroscopy,392913,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/Z14-2017-5-CR-2,[],en
Influence of a supervised antenatal exercise program on estimates of heart rate responsiveness,393196,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100007M01RC2019RA,[],en
Influence of clinical history and demographic factors on infertility patients willingness to participate in clinical research,393330,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/C08-2015-1-OA-1,[],en
Influence of parents educational background on career choice of teenagers among senior secondary school students in Owerri,393746,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/P13-2016-9-OA-3,[],en
info also,555444,Nomos Verlag,18620469,,,10.5771/1862-0469,[],en
INFORMATICS IN EDUCATION,299959,Vilnius University,,23358971,,,,en
Informatics in Primary Care,228806,BCS Learning and Development,14760320,14759985,,,,en
Information on the Susceptibility of Aedes albopictus (Diptera Culicidae) from Okinawa and the Philippines to DDT and Dieldrin,553716,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A52V2I3,[],en
Information Science and Technology,203069,Bioinfo Publications,0976917X,09769188,,10.9735/0976-917X,[],en
Information Scientist,308336,SAGE Publications,00200263,,,,,en
Information Technology Computer Science Software Engineering and Cyber Security,457556,Publishing House Helvetica,,,,10.32782/IT,[],en
Infusion reactions associated with use of biologic medicines in cancer therapy,393486,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/OCY-2014-6-RA-2,,en
Infusionstherapie,312100,S. Karger AG,10116966,25716638,,10.1159/issn.1011-6966,[],en
Inhibition of early caries lesion progression by the infiltration of light-curing resin,392487,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/Z07-2016-13-CR-11,[],en
Innovation,424091,CTOR Press,,,,10.30771/2018.4,[],en
Innovations in Clinical Oncology,553762,Guinness Press,,,,10.59762/ico,[],en
Innovations in lifelong learning,295758,"""Science and Education, Ltd.""",22218475,,,,,en
Innovative Technologica Methodical Research Journal,474605,Indonesian Journal Publisher,,,,10.47134/innovative,[],en
Inquietude Journal,551903,"""Graduate Program in Philosophy, Faculty of Philosophy, Universidade Federal de Goiás""",,,,10.59780/mdgp1650,[],en
Insect Pest Colonization and Succession in Wheat Triticum aestivum L,556289,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A225V6I6,[],en
Insect Resistance in Crops Other than Rice Status and Prospects in the Philippines,556716,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A240V7I2,[],en
Insect Systematics in the Philippines Status Development and Needs,556228,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A187V6I1,[],en
Insecticidal Activity of Black Pepper (Piper nigrum L ) Extracts,556277,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A213V6I5,[],en
Insecticide Residues in Bush Sitao and Tomato,552993,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A13V1I2,[],en
Insecticide Residues in Vegetables I Methyl Parathion Mevinphos and Triazophos Residues in Cabbage,555122,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A107V3I6,[],en
Insecticide Residues in Vegetables I Methyl Parathion Mevinphos and Triazophos Residues in Cabbage,555111,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A107V3I5,[],en
Insecticide Residues in Vegetables II Effect of Dosage Rates and Preharvest Intervals on Residues in and on Green Beans (Phaseolus vulgaris L ),555124,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A109V3I6,[],en
Insecticide Residues in Vegetables II Effect of Dosage Rates and Preharvest Intervals on Residues in and on Green Beans (Phaseolus vulgaris L ),555114,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A109V3I5,[],en
Insidious high grade serous carcinoma of a prolapsing fallopian tube,397509,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100045Z11NL2020CI,[],en
Insights in Nuclear Energy Science and Engineering,556433,Peertechz Publications Private Limited ,,,,10.17352/inese,[],en
INTEGRATED RESEARCH JOURNAL OF MANAGEMENT SCIENCE AND INNOVATION,457654,ISARA Solutions,,25825445,,10.32804/IRJMSI,[],en
Integrative Pediatrics,395414,Global Science Library,,,,10.36879/IPD.,[],en
Interbranch information service scientific-methodical journal,285487,"""Science and Education, Ltd.""",02364972,,,,,en
Interesting case of dermatofibrosarcoma protuberance,420650,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100083Z12AS2021CR,[],en
Interim Bedrock Geology Map Parts of NTS 106B and Surroundings Northwestern Mackenzie Mountains,463905,Northwest Territories Geological Survey,,,,10.46887/2014-001,[],en
Intermolecular Michael Reaction of Aldehydes with Vinyl Sulfones,229605,Georg Thieme Verlag KG,,20400071,,10.1055/sos-SD-204-00071,,en
Intermolecular Michael Reaction of Hydroxyacetone Derivatives with Nitroalkenes,229600,Georg Thieme Verlag KG,,20400055,,10.1055/sos-SD-204-00055,,en
Intermolecular Michael Reaction of Ketones or Aldehydes with Modified Nitroalkenes,229597,Georg Thieme Verlag KG,,20400063,,10.1055/sos-SD-204-00063,,en
Intermolecular One-Pot Knoevenagel/Michael Reaction of Ketones with α β-Unsaturated Esters,229590,Georg Thieme Verlag KG,,20400047,,10.1055/sos-SD-204-00047,,en
Intermolecular Reductive Coupling of Alkynes and Imines,229472,Georg Thieme Verlag KG,,20100280,,10.1055/sos-SD-201-00280,,en
Internal Brand Equity of Universities and Students’ Academic Performance An Empirical survey of Accounting Students,346260,Sona College of Technology,09739947,09739947,,10.34155/GMR.19.1201.01,[],en
International Archive of Applied Sciences and Technology,432359,Society of Education,09764828,,,10.15515/iaast.0976-4828,[],en
International Archives of Allergy and Applied Immunology,311726,S. Karger AG,00205915,25716662,,10.1159/issn.0020-5915,[],en
International Business and Global Economy,316372,Uniwersytet Jagiellonski - Wydawnictwo Uniwersytetu Jagiellonskiego,23539496,,,,,en
International Collection,309421,GDG,10466398,,,10.22157/GDG/per/ISSN:1046-6398,[],en
International comparatives of healthcare options for undocumented immigrants,393759,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100022P16JL2019RA,[],en
International Computer Science and Engineering Society,315854,International Computer Science and Engineering Society (ICSES),,,,10.31424/icses,[],en
International Conference on Natural and Social Sciences (ICONSS) Proceeding Series,377500,Universitas Cokroaminoto Palopo,,27155048,,,,en
International Conference Virtual City and Territory,354577,Universitat Politècnica de Catalunya,26046512,,,,,en
International Economic Policy Review,246817,International Monetary Fund,10207856,,,,,en
International Economic Policy Review (Online),246849,International Monetary Fund,,16079574,,,,en
International Education and Research Journal,300338,Marwah Infotech,,24549916,,10.21276/2454-9916,[],en
International Educational Journal of Science and Engineering - IEJSE,553325,Koryfi Group of Media and Publications,,25816195,,10.61460/2581-6195,[],en
International Educational Scientific Research Journal,300352,Marwah Infotech,,2455295X,,10.21276/2455-295X,[],en
International Financial Statistics (Monthly),245567,International Monetary Fund,00206725,,,,,en
International financial statistics yearbook (International Monetary Fund),245582,International Monetary Fund,02507463,,,,,en
International Geophysics,68190,Elsevier ,,,,,,en
International Iguana Society,434839,The University of Kansas,,10986324,,10.17161/iguanatimes,[],en
International Iguana Society,434838,The University of Kansas,,23303948,,10.17161/iguana,[],en
International Journal Advances in Pharmaceutics,204785,Scholar Science Journals,23204931,23204923,,10.7439/ijap,[],en
International Journal for Life Sciences and Educational Research,309545,United Life Publications,23211180,23211229,,10.26627/IJLSER,[],en
International Journal for Research in Learning Disabilities,465994,International Academy for Research in Learning Disabilities,,,,10.28987/5.2,[],en
International Journal of Accounting and Auditing,390724,eSciPub LLC,,,,10.28933/IJAA,[],en
International Journal of Advanced Medical and Health Research,297934,Medknow Publications,23500298,,,,,en
International Journal of Advanced Medicine,333997,Al-Marhaba Research and Publication Society,26630451,2663046X,,10.34300/26630451,[],en
International Journal of Advanced Pharmaceutics,302468,Marwah Infotech,22497714,22497706,,10.21276/ijap,[],en
INTERNATIONAL JOURNAL OF ADVANCED RESEARCH IN BIOLOGICAL SCIENCES,301569,Marwah Infotech,,23488069,,10.21276/ijarbs,[],en
International Journal of Advanced Research in Physical Science,284303,"""Science and Education, Ltd.""",23497882,,,,,en
International Journal of Advances in Case Reports,302466,Marwah Infotech,,23498005,,10.21276/ijacr,[],en
International Journal of Advances in Embedded Systems,203547,Bioinfo Publications,2249703X,22497048,,10.9735/2249-703X,[],en
International Journal Of Advances In Gynaecology,334077,Al-Marhaba Research and Publication Society,26631180,26631199,,10.34300/26631180,[],en
International Journal Of Advances In Surgery,334057,Al-Marhaba Research and Publication Society,26630710,26630729,,10.34300/26630710,[],en
International Journal of Agricultural and Life Sciences,304163,Skyfox Publishing,,,,10.22573/spg.ijals.016.s12200068,[],en
International Journal of Agricultural and Life Sciences,304162,Skyfox Publishing,,,,10.22573/spg.ijals.016.s1220068,[],en
International Journal of Agricultural and Life Sciences,304161,Skyfox Publishing,,,,10.22573/spg.ijals.016.m122068,[],en
International Journal of Agricultural and Life Sciences,304159,Skyfox Publishing,,,,10.22573/spg.ijals.016.s122068,[],en
International Journal of Alcohol and Drug Research,468487,International Journal of Alcohol and Drug Research,,,,10.7895/IJADR,[],en
International Journal of Archaeological Research,319461,eSciPub LLC,,,,10.28933/IJAHR,[],en
International Journal of Biological & Pharmaceutical Research,302475,Marwah Infotech,,09763651,,10.21276/ijbpr,[],en
International Journal of Biopharmaceutical Sciences,315625,Boffin Access Limited,,,,10.31021/ijbs.20181107,[],en
International Journal of Biopharmaceutical Sciences,315623,Boffin Access Limited,,,,10.31021/ijbs.20181104,[],en
International Journal of Biopharmaceutical Sciences,315624,Boffin Access Limited,,,,10.31021/ijbs.20181106,[],en
International Journal of Biopharmaceutical Sciences,315803,Boffin Access Limited,,,,10.31021/ijb.20181102,[],en
International Journal of Biopharmaceutical Sciences,315622,Boffin Access Limited,,,,10.31021/ijbs.20181103,[],en
International Journal of Cancer Clinical Inventions and Experimental Oncology,457348,European Centre for Research Training and Development,20591160,20591160,,10.37745/ijcceo.15,[],en
International Journal of Cardiology and Cardiovascular Medicine,315632,Boffin Access Limited,,,,10.31021/ijccm.20181108,[],en
International Journal of Cardiology and Cardiovascular Medicine,315633,Boffin Access Limited,,,,10.31021/ijccm.20181109,[],en
International Journal of Cardiology and Cardiovascular Medicine,315630,Boffin Access Limited,,,,10.31021/ijccm.20181106,[],en
International Journal of Cardiology and Cardiovascular Medicine,315631,Boffin Access Limited,,,,10.31021/ijccm.20181107,[],en
International Journal of Cardiology and Cardiovascular Medicine,315626,Boffin Access Limited,,,,10.31021/ijccm.20181102,[],en
International Journal of Cardiology and Cardiovascular Medicine,315629,Boffin Access Limited,,,,10.31021/ijccm.20181105,[],en
International Journal of Cardiology and Cardiovascular Medicine,315627,Boffin Access Limited,,,,10.31021/ijccm.20181103,[],en
International Journal of Cardiology and Cardiovascular Medicine,315628,Boffin Access Limited,,,,10.31021/ijccm.20181104,[],en
International Journal of Cardiology and Cardiovascular Medicine,315634,Boffin Access Limited,,,,10.31021/ijccm.20181110,[],en
International Journal of Cardiology and Cardiovascular Medicine,315635,Boffin Access Limited,,,,10.31021/ijccm.20181111,[],en
International Journal of Cardiovascular Research & Innovation,553680,Reseapro Journals,,,,10.61577/ijcri.2023.100003,,en
International Journal of Cardiovascular Research & Innovation,553677,Reseapro Journals,,,,10.61577/ijcri.2023.100001,,en
International Journal of Cardiovascular Research & Innovation,553679,Reseapro Journals,,,,10.61577/ijcri.2023.100002,,en
International Journal of Chemical and Pharmaceutical Analysis,300581,Marwah Infotech,23952466,23480726,,10.21276/ijcpa,[],en
INTERNATIONAL JOURNAL OF CLINICAL AND SURGICAL ADVANCES,258626,ScopeMed,,23219351,,10.5455/ijocsa.,[],en
International Journal of Clinical Gynaecology and Obstetrics,551430,Aditum Publishing LLC,,28360737,,10.61148/2836-0737/IJCGO,[],en
International Journal of Clinical Medical Research,552873,"""Pharaoh Academy International Publishing Co., Limited""",,,,10.61466/ijcmr,[],en
International Journal of Comprehensive Research in Biological Sciences,301909,Darshan Publishers,,23938560,,10.22192/ijcrbs,[],en
International Journal of Computational Biology,203367,Bioinfo Publications,22296700,22296719,,10.9735/2229-6700,[],en
International Journal of Computational Intelligence Techniques,203088,Bioinfo Publications,09760466,09760474,,10.9735/0976-0466,[],en
International Journal of Cryptography and Security,203546,Bioinfo Publications,22497013,22497021,,10.9735/2249-7013,[],en
International Journal of Current Medical and Pharmaceutical Research,306647,Current Research,23956429,,,10.24327/ijcmpr,[],en
International Journal of Cybernetics & Systemics,203545,Bioinfo Publications,22496998,22497005,,10.9735/2249-6998,[],en
International Journal of Dental Science and Innovative Research,324788,CAB PUBLISHER,,25815989,,10.32553/ijdsir,[],en
International Journal of Development Education and Global Learning,302136,Institute of Education Press,1756526X,,,,,en
International Journal of Discrete Mathematics,527143,Science Publishing Group,,,,10.11648/j.dmath,[],en
International Journal of Economics and Business Modeling,203185,Bioinfo Publications,0976531X,09765352,,10.9735/0976-531X,[],en
International Journal of Economy Education and Entrepreneurship (IJE3),457547,Yayasan Education and Social Center,27980138,2798012X,,10.53067/ije3,[],en
International Journal of Education and Science,326101,Kharkiv Regional Public Organization - Culture of Health,,,,10.26697/ijes,,en
International Journal of Electroactive Materials,311679,International Journal of Electroactive Materials,22898360,2289179X,,10.29125/ijem.2013.2,[],en
International Journal of Emerging Multidiciplinaries Business Management & Entrepreneurship,470095,Publishing House International Enterprise,29577454,,,10.54938/ijemdbme,[],en
International Journal of Emerging Multidisciplinaries Physical Sciences,470096,Publishing House International Enterprise,29577926,,,10.54938/ijemdps,[],en
International Journal of Emerging Sciences,284382,"""Science and Education, Ltd.""",22224254,,,,,en
International Journal of Engagement and Empowerment (IJE2),457554,Yayasan Education and Social Center,27980154,27980146,,10.53067/ije2,[],en
International Journal of Engineering Research,520023,Sirte University,29586569,29586569,29586577,10.37375/issn.2958-6569,[],en
International Journal of Engineering Research and Advanced Development,310680,Redshine Publication,,23955163,,10.25215/23955163,[],en
International Journal of Engineering Research And Generic Science,324790,CAB PUBLISHER,,24551597,,10.32553/ijergs,[],en
International Journal of Engineering Science Technology And Research,324789,CAB PUBLISHER,,24560464,,10.32553/ijestr,[],en
International Journal of Engineering Sciences (IJES),472994,MESPJ Publishers,,29613140,,10.56981/MESP0100,[],en
International Journal of Epidemiology And Public Health Research,551435,Aditum Publishing LLC,,28362810,,10.61148/2836-2810/IJEPHR,[],en
International Journal of Frontier of Pharmacy and Technology,327120,Ignited Minds Pvt. Ltd.,,,,10.29070/IJFPT,[],en
International Journal of Future Government,550570,Emerald (MCB UP),25164376,,,10.1108/ijfg,[],en
International Journal of Gastronomy Research,479943,iPeak Academy Ltd.,,28226143,,,,en
International Journal of Human Computing Studies,395373,Research Parks Publishing,26151898,26158159,,10.31149/ijhcs,[],en
International Journal of Humanity and Social Sciences,203369,Bioinfo Publications,22313532,22313540,,10.9735/2231-3532,[],en
International Journal of Immunology Research,203227,Bioinfo Publications,09764909,09764917,,10.9735/0976-4909,[],en
International Journal of Industrial Engineering and Productivity Management,314562,Sabre Management Solutions Pvt. Ltd.,,,,10.26488/IJIEPM,[],en
International Journal of Information and Communication Engineering,173466,The Korean Institute of Information and Communication Sciences,22345973,,,,,en
International Journal of Information Processing Systems,75820,Korea Information Processing Society ,17388899,,,,,en
International Journal of Information Technology and Decision Making,5638,World Scientific ,02196220,,,,,en
International Journal of Information Technology and Management,327109,Ignited Minds Pvt. Ltd.,,22494510,,10.29070/IJITM,[],en
International Journal of Innovative Computer Science & Engineering,324786,CAB PUBLISHER,,23938528,,10.32553/ijicse,[],en
International Journal of Intellectual Property,225145,Deanship of Scientific Research ,22101772,,,10.12785/ijip,[],en
International Journal of Intelligent and Cooperative Information Systems,34178,World Scientific ,02182157,,,,,en
International Journal of Knowledge Engineering,203228,Bioinfo Publications,09765816,09765824,,10.9735/0976-5816,[],en
International Journal of Management IT and Engineering,284300,"""Science and Education, Ltd.""",22490558,,,,,en
International Journal of Manufacturing Material and Mechanical Engineering Research,457901,European Centre for Research Training and Development,23977418,23977426,,10.37745/ijmmmer.13,[],en
International Journal of Marketing Research,319467,eSciPub LLC,,,,10.28933/IJMR,[],en
International Journal of Medical Science and Innovative Research,324851,CAB PUBLISHER,24588687,,,10.32553/ijmsir,[],en
International Journal of Medical Science Research and Practice,466659,"""ISROSET: International Scientific Research Organization for Science, Engineering and Technology""",23493178,23493186,,10.26438/ijmsrp,[],en
International Journal of Medicinal Chemistry and Analysis,302471,Marwah Infotech,22497595,22497587,,10.21276/ijmca,[],en
International Journal of Modern Chemistry and Applied Science,301706,Marwah Infotech,,23490594,,10.21276/ijcas,[],en
International Journal of Multidisciplinary Comprehensive Research,545524,Anfo Publication House,,,,10.54660/IJMCR,[],en
International Journal of Multidisciplinary Social Science and Education Research,394873,Indonesian Journal Publisher,,,,10.47134/ijmsser,[],en
International Journal of Multimedia,203405,Bioinfo Publications,22492801,2249281X,,10.9735/2249-2801,[],en
International Journal of Music and Film,319463,eSciPub LLC,,,,10.28933/IJMF,[],en
International Journal of Nanobiotechnology and Pharmacy,288906,"""Science and Education, Ltd.""",23081104,,,,,en
International Journal of Nature and Life Sciences,397299,International Journal of Nature and Life Sciences,,26022397,,,,en
International Journal of Networking,203406,Bioinfo Publications,2249278X,22492798,,10.9735/2249-278X,[],en
International Journal of Neural Networks,203390,Bioinfo Publications,22492763,22492771,,10.9735/2249-2763,[],en
International Journal of Non-Governmental Organizations (NGOs) and Essays,457907,European Centre for Research Training and Development,25149237,25149245,,10.37745/ijngoe.16,[],en
International Journal of Nonlinear Optical Physics,34179,World Scientific ,02181991,,,,,en
International Journal of Nutrition and Metabolism Research,457910,European Centre for Research Training and Development,23997052,23997060,,10.37745/ijnmr.16,[],en
International Journal of Parallel and Distributed Computing,203626,Bioinfo Publications,22771638,22771646,,10.9735/2277-1638,[],en
International Journal of Performance and Arts,319462,eSciPub LLC,,,,10.28933/IJPA,[],en
International Journal of Petroleum and Gas Engineering Research,458026,European Centre for Research Training and Development,25149253,25149261,,10.37745/ijpger.17,[],en
International Journal of Pharmaceutical and Medicinal Research,300147,Marwah Infotech,,23477008,,10.21276/ijpmr,[],en
International Journal of Pharmaceuticals Analysis,203233,Bioinfo Publications,09753079,09759190,,10.9735/0975-3079,[],en
International Journal of Pharmacological Screening Methods,302469,Marwah Infotech,,22497749,,10.21276/ijpsm,[],en
International Journal of Pharmacy Practice and Drug Research,302470,Marwah Infotech,22497633,22497625,,10.21276/ijppdr,[],en
International Journal of Philosophical Research,319464,eSciPub LLC,,,,10.28933/IJOPR,[],en
International Journal of Photochemistry and Photobiology,527148,Science Publishing Group,,,,10.11648/j.ijpp,[],en
International Journal of Physiotherapeutic Rehabilitation and Medical Science,314702,CAB PUBLISHER,,24549134,,10.22270/IJPRMS.ijprms.org,[],en
International Journal of Phytopharmacology,302477,Marwah Infotech,,09759328,,10.21276/ijp,[],en
International Journal of Public Health and Human Rights,203647,Bioinfo Publications,22776052,22776060,,10.9735/2277-6052,[],en
International Journal of Pure Sciences (IJPS),472996,MESPJ Publishers,,29613159,,10.56981/MESP6000,[],en
International Journal Of Research In Pathology And Microbiology,334097,Al-Marhaba Research and Publication Society,2663287X,26632888,,10.34300/2663287X,[],en
International Journal of Researches in Biosciences and Agriculture Technology,393896,Vishwashanti Multipurpose Society India,,,,10.29369/ijrbat.pastissue.1.2020,[],en
International Journal of Robotics Applications,203649,Bioinfo Publications,2277159X,22771603,,10.9735/2277-159X,[],en
International Journal of Sexual and Reproductive Health Care,326015,Peertechz Publications Private Limited ,,,,10.17352/ijshrc,[],en
International Journal of Social Impact,309397,Redshine Publication,,2455670X,,10.25215/2455,[],en
International Journal of Speech and Language Processing,203645,Bioinfo Publications,22771611,2277162X,,10.9735/2277-1611,[],en
International Journal of Stem Cell Research,325285,eSciPub LLC,,,,10.28933/IJSCR,[],en
International Journal of Surgical Procedures,315643,Boffin Access Limited,,,,10.31021/ijsp.20181104,[],en
International Journal of Surgical Procedures,315644,Boffin Access Limited,,,,10.31021/ijsp.20181105,[],en
International Journal of Surgical Procedures,315641,Boffin Access Limited,,,,10.31021/ijsp.20181102,[],en
International Journal of Surgical Procedures,315642,Boffin Access Limited,,,,10.31021/ijsp.20181103,[],en
International Journal of Surgical Procedures,315955,Boffin Access Limited,,,,10.31021/ijsp.20181107,[],en
International Journal of Surgical Procedures,315956,Boffin Access Limited,,,,10.31021/ijsp.20181108,[],en
International Journal of Surgical Procedures,315959,Boffin Access Limited,,,,10.31021/ijsp.20181111,[],en
International Journal of Surgical Procedures,315957,Boffin Access Limited,,,,10.31021/ijsp.20181109,[],en
International Journal of Surgical Procedures,315958,Boffin Access Limited,,,,10.31021/ijsp.20181110,[],en
International Journal of Surgical Procedures,315645,Boffin Access Limited,,,,10.31021/ijsp.20181106,[],en
